2.9599998,0.84000015,5
4.1000004,0.85000014,0
8.040001,0.8700001,4
3.2099998,0.86000013,5
2.45,0.9000001,2
2.56,0.9000001,2
3.1999998,0.8900001,5
5.5399995,0.8200002,3
13.56,0.72000015,1
3.15,0.8900001,5
12.099999,0.7900002,1
6.4,0.8100002,3
4.85,0.84000015,0
3.36,0.8700001,5
2.93,0.87000006,5
3.0299997,0.83000016,5
2.12,0.9000001,2
3.2799997,0.8900001,5
5.81,0.85000014,3
2.3999999,0.8900001,2
3.61,0.86000013,5
6.3399997,0.8900001,3
2.6799998,0.9000001,2
2.7499998,0.9000001,5
3.02,0.85000014,5
2.6599996,0.9000001,2
2.1399999,0.85000014,2
3.0699997,0.8900001,5
2.2499998,0.9000001,2
2.13,0.86000013,2
1.6699997,0.9000001,2
2.4899998,0.9000001,2
