2.9599998,0.84000015,10
4.1000004,0.85000014,9
8.040001,0.8700001,5
3.2099998,0.86000013,3
2.45,0.9000001,0
2.56,0.9000001,0
3.1999998,0.8900001,3
5.5399995,0.8200002,4
13.56,0.72000015,1
3.15,0.8900001,10
12.099999,0.7900002,6
6.4,0.8100002,2
4.85,0.84000015,8
3.36,0.8700001,3
2.93,0.87000006,10
3.0299997,0.83000016,10
2.12,0.9000001,11
3.2799997,0.8900001,3
5.81,0.85000014,4
2.3999999,0.8900001,0
3.61,0.86000013,3
6.3399997,0.8900001,2
2.6799998,0.9000001,0
2.7499998,0.9000001,0
3.02,0.85000014,10
2.6599996,0.9000001,0
2.1399999,0.85000014,11
3.0699997,0.8900001,10
2.2499998,0.9000001,11
2.13,0.86000013,11
1.6699997,0.9000001,7
2.4899998,0.9000001,0
